1,1,0.000,222.000,47.000,60.000,0.95000,-1.0,-1.0,-1.0
2,1,0.000,222.000,54.000,60.000,0.95000,-1.0,-1.0,-1.0
3,1,0.000,222.000,61.000,60.000,0.95000,-1.0,-1.0,-1.0
4,1,0.000,222.000,68.000,60.000,0.95000,-1.0,-1.0,-1.0
5,1,0.000,222.000,75.000,60.000,0.95000,-1.0,-1.0,-1.0
6,1,2.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
7,1,9.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
8,1,16.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
9,1,23.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
10,1,30.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
11,1,37.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
12,1,44.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
13,1,51.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
14,1,58.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
16,2,72.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
17,2,79.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
18,2,86.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
19,2,93.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
20,2,100.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
21,2,107.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
22,2,114.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
23,2,121.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
24,2,128.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
25,2,135.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
26,2,142.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
27,2,149.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
28,2,156.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
29,2,163.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
30,1,170.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
31,1,177.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
32,1,184.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
33,1,191.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
34,1,198.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
35,1,205.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
36,1,212.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
37,1,219.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
38,1,226.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
39,1,233.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
40,1,240.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
41,1,247.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
42,1,254.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
43,1,261.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
44,1,268.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
45,2,275.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
46,2,282.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
47,2,289.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
48,2,296.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
49,2,303.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
50,2,310.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
51,2,317.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
52,2,324.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
53,2,331.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
54,2,338.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
55,2,345.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
56,2,352.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
57,2,359.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
58,2,366.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
59,2,373.000,78.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
60,1,380.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
61,1,387.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
62,1,394.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
63,1,401.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
64,1,408.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
65,1,415.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
66,1,422.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
67,1,429.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
68,1,436.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
69,1,443.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
70,1,450.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
71,1,457.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
72,1,464.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
73,1,471.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
74,1,478.000,222.000,80.000,60.000,0.95000,-1.0,-1.0,-1.0
