1,1,359.531,18.947,36.771,28.942,1,1,1
1,2,76.280,77.883,76.538,50.284,1,1,1
1,3,796.287,84.471,42.861,35.842,1,1,1
1,4,637.875,16.717,71.761,123.660,1,1,1
1,5,197.022,41.767,49.465,29.084,1,1,1
1,6,311.476,7.607,37.628,26.163,1,1,1
1,7,558.804,94.925,48.508,40.074,1,1,1
1,8,751.216,45.731,38.911,43.200,1,1,1
1,9,752.497,30.634,36.243,56.556,1,1,1
2,2,66.041,79.918,75.352,50.330,1,1,1
2,3,793.846,83.220,44.715,34.557,1,1,1
2,4,637.267,14.464,70.722,121.523,1,1,1
2,1,353.334,19.367,40.333,30.011,1,1,1
2,5,189.921,41.418,50.550,30.840,1,1,1
2,6,309.633,6.937,37.784,26.635,1,1,1
2,7,563.011,88.556,43.738,41.682,1,1,1
2,8,750.396,41.142,38.802,46.019,1,1,1
3,2,63.881,84.217,67.719,49.293,1,1,1
3,3,793.542,78.897,43.217,34.763,1,1,1
3,5,185.081,42.006,50.319,30.804,1,1,1
3,4,639.653,12.544,67.750,120.814,1,1,1
3,7,565.813,86.203,42.385,38.960,1,1,1
3,1,350.264,20.065,38.288,32.070,1,1,1
3,6,305.250,6.369,39.262,28.204,1,1,1
3,9,750.099,26.487,37.700,56.212,1,1,1
4,3,791.849,78.253,42.458,32.461,1,1,1
4,5,178.156,43.087,53.167,32.244,1,1,1
4,4,639.705,12.938,67.285,115.658,1,1,1
4,2,40.762,87.622,80.438,54.173,1,1,1
4,1,346.232,21.179,38.097,33.139,1,1,1
4,7,567.593,82.449,43.842,37.411,1,1,1
4,6,302.787,8.195,37.324,28.370,1,1,1
4,9,748.777,25.609,39.028,54.923,1,1,1
5,3,791.320,74.915,40.905,33.065,1,1,1
5,5,173.556,42.644,52.780,34.041,1,1,1
5,4,641.579,11.537,64.455,113.779,1,1,1
5,1,342.222,22.849,38.666,32.416,1,1,1
5,2,27.916,92.414,80.819,52.677,1,1,1
5,7,568.143,79.934,43.523,36.516,1,1,1
5,6,299.848,8.055,39.691,28.253,1,1,1
5,9,749.279,26.383,37.129,50.755,1,1,1
6,1,337.220,25.541,41.067,31.352,1,1,1
6,3,790.430,74.012,39.935,32.353,1,1,1
6,2,9.511,95.289,88.135,51.568,1,1,1
6,5,167.911,45.495,52.137,32.740,1,1,1
6,4,642.484,11.275,63.260,111.579,1,1,1
6,7,569.643,78.790,43.200,34.738,1,1,1
6,9,749.071,26.783,36.160,49.376,1,1,1
6,6,296.647,9.703,38.355,28.842,1,1,1
7,3,787.669,70.791,41.719,32.109,1,1,1
7,1,332.105,26.924,40.052,31.794,1,1,1
7,4,642.932,7.882,62.551,111.717,1,1,1
7,5,160.493,48.923,55.891,30.445,1,1,1
7,2,0.527,98.439,86.758,53.988,1,1,1
7,6,293.675,9.182,37.744,29.102,1,1,1
7,9,747.833,26.098,36.895,47.302,1,1,1
7,7,570.939,74.241,42.930,34.942,1,1,1
8,11,910.128,498.948,216.549,206.431,1,1,1
8,3,787.092,70.166,41.114,31.951,1,1,1
8,1,328.407,28.859,39.870,33.798,1,1,1
8,5,153.059,49.912,55.751,32.213,1,1,1
8,4,643.443,7.208,61.193,110.049,1,1,1
8,6,290.674,12.992,40.443,26.160,1,1,1
8,2,0.233,106.621,56.662,50.569,1,1,1
8,7,572.944,71.854,41.095,34.812,1,1,1
8,9,747.583,24.836,36.656,47.784,1,1,1
9,11,898.607,470.978,202.093,196.534,1,1,1
9,3,786.116,67.373,40.216,30.715,1,1,1
9,1,323.714,29.353,41.714,35.196,1,1,1
9,5,148.033,49.406,56.198,33.838,1,1,1
9,7,574.433,70.302,39.757,31.413,1,1,1
9,6,287.627,13.858,41.019,25.532,1,1,1
9,9,747.460,22.137,36.434,49.080,1,1,1
9,2,0.233,106.442,59.633,57.974,1,1,1
9,4,643.298,6.628,61.225,106.807,1,1,1
10,11,887.117,448.321,185.493,177.635,1,1,1
10,3,786.060,68.138,38.128,28.791,1,1,1
10,1,317.843,30.706,44.532,34.687,1,1,1
10,5,142.107,51.523,58.148,34.208,1,1,1
10,2,0.215,111.529,45.080,56.228,1,1,1
10,7,575.100,66.290,40.253,32.977,1,1,1
10,9,746.521,29.167,36.533,41.083,1,1,1
