74,4,270.555,152.155,196.960,275.979,1,1,1
75,4,269.816,142.017,194.870,286.364,1,1,1
76,4,270.599,127.612,186.631,293.485,1,1,1
77,4,270.563,117.105,183.933,290.411,1,1,1
78,4,270.082,102.699,177.473,282.947,1,1,1
79,4,269.784,93.515,174.586,276.137,1,1,1
80,4,268.675,85.113,172.435,270.584,1,1,1
81,4,269.128,71.249,167.151,263.397,1,1,1
82,4,270.442,62.466,163.399,257.225,1,1,1
83,4,269.081,49.919,161.001,250.057,1,1,1
84,4,269.641,41.203,158.115,246.714,1,1,1
85,4,269.510,32.881,156.456,242.028,1,1,1
86,4,269.957,21.847,151.832,233.757,1,1,1
87,4,270.488,13.497,149.589,229.920,1,1,1
88,4,271.749,3.320,145.425,221.487,1,1,1
89,4,273.935,1.983,141.686,212.694,1,1,1
90,4,273.126,2.504,141.451,201.226,1,1,1
91,4,273.191,1.157,138.540,185.335,1,1,1
92,4,273.725,0.850,136.145,176.214,1,1,1
93,4,279.540,0.807,128.033,160.179,1,1,1
94,4,281.426,1.170,125.021,148.803,1,1,1
95,4,281.300,1.115,124.194,139.670,1,1,1
96,4,282.027,1.161,120.995,125.179,1,1,1
97,4,282.479,0.915,119.436,116.308,1,1,1
98,4,282.044,1.728,119.055,101.256,1,1,1
99,4,283.507,1.269,116.958,93.129,1,1,1
100,4,282.662,1.421,116.191,83.825,1,1,1
101,4,283.366,1.597,115.148,70.094,1,1,1
103,4,286.062,2.002,109.868,49.969,1,1,1
188,7,146.842,1.284,118.015,74.326,1,1,1
189,7,145.789,1.254,118.358,88.816,1,1,1
190,7,143.838,1.626,121.361,99.104,1,1,1
194,7,131.522,1.267,136.668,153.168,1,1,1
195,7,130.232,1.904,136.531,162.914,1,1,1
199,8,316.127,244.868,178.839,184.435,1,1,1
200,8,316.324,233.207,178.067,196.369,1,1,1
201,8,316.234,216.921,179.217,211.556,1,1,1
202,8,315.935,204.819,178.676,223.814,1,1,1
203,8,316.108,193.167,177.458,235.545,1,1,1
204,8,315.775,178.015,174.159,249.915,1,1,1
205,8,315.741,167.497,173.315,260.320,1,1,1
206,8,315.051,150.951,171.244,276.381,1,1,1
207,7,88.894,60.760,164.444,306.876,1,1,1
207,8,315.256,142.205,169.456,286.038,1,1,1
208,8,315.281,132.480,167.144,291.877,1,1,1
208,7,85.172,71.086,167.245,314.769,1,1,1
209,7,80.824,88.081,170.008,323.364,1,1,1
209,8,314.119,115.964,165.435,290.437,1,1,1
210,7,77.557,98.806,171.713,327.186,1,1,1
210,8,314.080,107.226,163.428,283.968,1,1,1
211,8,314.111,94.169,159.712,274.887,1,1,1
211,7,75.908,115.942,171.891,311.178,1,1,1
212,8,312.797,85.015,159.522,269.463,1,1,1
212,7,72.671,128.820,174.228,299.275,1,1,1
213,7,72.098,139.588,172.925,287.449,1,1,1
213,8,312.149,74.332,158.127,263.837,1,1,1
214,7,75.801,159.055,165.586,265.314,1,1,1
214,8,311.415,61.593,156.461,256.132,1,1,1
215,7,71.745,170.525,170.389,257.565,1,1,1
215,8,310.466,53.384,155.557,248.428,1,1,1
216,7,58.747,183.754,185.507,245.264,1,1,1
216,8,310.100,45.054,153.566,246.030,1,1,1
217,7,61.579,204.865,181.392,222.919,1,1,1
217,8,309.497,32.546,151.700,238.923,1,1,1
218,8,309.783,25.656,149.891,232.159,1,1,1
218,7,62.785,216.815,175.966,212.732,1,1,1
219,7,63.981,237.816,173.916,191.054,1,1,1
219,8,307.571,14.116,148.917,225.319,1,1,1
220,8,307.452,4.821,147.174,222.933,1,1,1
220,7,62.676,252.522,175.284,176.925,1,1,1
221,8,306.898,2.474,145.148,214.502,1,1,1
221,7,63.575,266.100,173.883,163.359,1,1,1
222,8,306.580,1.652,142.158,199.690,1,1,1
222,7,64.369,287.434,172.098,142.428,1,1,1
223,7,64.645,302.388,171.435,127.674,1,1,1
223,8,304.766,0.652,142.409,189.479,1,1,1
224,8,305.434,1.149,139.040,175.482,1,1,1
224,7,64.575,323.861,169.771,106.727,1,1,1
225,8,308.180,1.055,134.720,163.616,1,1,1
226,8,308.896,1.149,132.284,154.160,1,1,1
227,8,308.031,1.284,130.184,138.239,1,1,1
228,8,307.580,1.118,129.293,128.271,1,1,1
229,8,307.192,1.148,126.461,115.774,1,1,1
230,8,308.198,1.997,123.271,104.454,1,1,1
231,8,307.915,1.277,122.586,96.518,1,1,1
232,8,307.933,2.646,119.345,81.516,1,1,1
233,8,304.940,1.734,120.896,73.153,1,1,1
235,8,306.099,2.487,112.789,50.999,1,1,1
325,12,163.509,0.866,161.953,171.095,1,1,1
326,12,159.845,1.011,164.067,188.502,1,1,1
327,12,155.013,0.911,168.083,218.120,1,1,1
328,12,149.949,0.866,169.358,236.338,1,1,1
329,12,147.228,1.742,171.275,255.938,1,1,1
330,12,141.869,2.800,173.395,286.170,1,1,1
331,12,137.581,14.948,175.767,295.428,1,1,1
332,12,132.571,33.929,178.459,310.835,1,1,1
333,12,129.054,50.456,180.148,321.091,1,1,1
334,12,125.267,63.472,182.314,331.434,1,1,1
335,12,120.328,89.687,186.516,336.661,1,1,1
336,12,115.733,104.724,189.704,323.662,1,1,1
337,12,111.168,128.642,193.999,300.215,1,1,1
338,12,110.367,146.170,194.314,282.498,1,1,1
339,12,115.492,165.484,188.239,260.921,1,1,1
340,12,105.901,192.787,196.328,235.173,1,1,1
341,12,101.158,213.110,199.501,216.237,1,1,1
342,12,111.598,244.461,187.201,185.401,1,1,1
344,12,114.572,289.096,181.799,140.355,1,1,1
345,12,111.697,323.183,185.212,107.891,1,1,1
346,12,112.198,345.861,184.271,84.352,1,1,1
