1,1,0.000,222.000,47.000,60.000,1,1,1
2,1,0.000,222.000,54.000,60.000,1,1,1
3,1,0.000,222.000,61.000,60.000,1,1,1
4,1,0.000,222.000,68.000,60.000,1,1,1
5,1,0.000,222.000,75.000,60.000,1,1,1
6,1,2.000,222.000,80.000,60.000,1,1,1
7,1,9.000,222.000,80.000,60.000,1,1,1
8,1,16.000,222.000,80.000,60.000,1,1,1
9,1,23.000,222.000,80.000,60.000,1,1,1
10,1,30.000,222.000,80.000,60.000,1,1,1
11,1,37.000,222.000,80.000,60.000,1,1,1
12,1,44.000,222.000,80.000,60.000,1,1,1
13,1,51.000,222.000,80.000,60.000,1,1,1
14,1,58.000,222.000,80.000,60.000,1,1,1
16,2,72.000,78.000,80.000,60.000,1,1,1
17,2,79.000,78.000,80.000,60.000,1,1,1
18,2,86.000,78.000,80.000,60.000,1,1,1
19,2,93.000,78.000,80.000,60.000,1,1,1
20,2,100.000,78.000,80.000,60.000,1,1,1
21,2,107.000,78.000,80.000,60.000,1,1,1
22,2,114.000,78.000,80.000,60.000,1,1,1
23,2,121.000,78.000,80.000,60.000,1,1,1
24,2,128.000,78.000,80.000,60.000,1,1,1
25,2,135.000,78.000,80.000,60.000,1,1,1
26,2,142.000,78.000,80.000,60.000,1,1,1
27,2,149.000,78.000,80.000,60.000,1,1,1
28,2,156.000,78.000,80.000,60.000,1,1,1
29,2,163.000,78.000,80.000,60.000,1,1,1
30,1,170.000,222.000,80.000,60.000,1,1,1
31,1,177.000,222.000,80.000,60.000,1,1,1
32,1,184.000,222.000,80.000,60.000,1,1,1
33,1,191.000,222.000,80.000,60.000,1,1,1
34,1,198.000,222.000,80.000,60.000,1,1,1
35,1,205.000,222.000,80.000,60.000,1,1,1
36,1,212.000,222.000,80.000,60.000,1,1,1
37,1,219.000,222.000,80.000,60.000,1,1,1
38,1,226.000,222.000,80.000,60.000,1,1,1
39,1,233.000,222.000,80.000,60.000,1,1,1
40,1,240.000,222.000,80.000,60.000,1,1,1
41,1,247.000,222.000,80.000,60.000,1,1,1
42,1,254.000,222.000,80.000,60.000,1,1,1
43,1,261.000,222.000,80.000,60.000,1,1,1
44,1,268.000,222.000,80.000,60.000,1,1,1
45,2,275.000,78.000,80.000,60.000,1,1,1
46,2,282.000,78.000,80.000,60.000,1,1,1
47,2,289.000,78.000,80.000,60.000,1,1,1
48,2,296.000,78.000,80.000,60.000,1,1,1
